person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length,loan_status
35,101400,0,11.0,4,0,4500,9.32,0.04,0,8,0
31,55000,0,9.0,2,0,8000,7.49,0.15,0,9,0
31,10800,3,4.0,3,2,2000,14.72,0.19,1,6,1
27,48000,3,4.0,5,0,2800,7.49,0.06,0,10,0
27,44630,2,10.0,5,1,10825,10.99,0.24,0,6,0
30,71000,3,8.0,5,1,8000,11.12,0.11,0,8,0
27,106000,0,11.0,1,1,4000,11.71,0.04,0,8,0
34,130000,0,5.0,4,4,5000,17.56,0.04,1,8,0
31,72500,0,12.0,5,1,8875,11.99,0.12,0,8,0
30,125000,0,14.0,5,0,5750,7.43,0.05,0,10,0
35,165000,0,3.0,5,1,8000,11.49,0.05,0,8,0
33,125004,3,3.0,1,4,12000,15.68,0.1,0,8,0
27,103000,0,8.0,4,0,8800,7.29,0.09,0,8,0
32,25200,3,0.0,4,0,5000,7.91,0.2,0,8,0
28,43500,0,12.0,4,1,4000,12.69,0.09,0,5,0
27,30000,3,5.0,4,1,4975,10.37,0.17,0,9,0
31,66000,3,9.0,1,1,2550,11.36,0.04,0,9,0
28,225000,0,11.0,1,4,9000,16.95,0.04,1,8,1
35,85000,0,0.0,0,1,20000,12.21,0.24,0,9,0
33,54000,0,7.0,3,2,32000,15.23,0.59,1,7,1
33,42996,3,2.0,5,0,8200,7.88,0.19,0,9,0
32,50000,0,5.0,3,0,9600,6.76,0.19,0,10,0
27,31200,2,0.0,2,5,14000,18.09,0.45,1,9,0
29,55000,0,11.0,4,1,4000,10.99,0.07,0,8,0
31,43000,3,15.0,3,1,13350,12.42,0.31,0,9,1
28,11029,0,12.0,0,2,2150,10.78,0.19,1,6,1
27,100000,3,11.0,5,1,5000,12.42,0.05,0,8,0
32,40000,3,2.0,4,1,4000,9.99,0.1,0,8,0
32,98056,0,10.0,5,1,6000,8.88,0.06,0,9,0
29,54000,0,8.0,3,0,7500,7.49,0.14,0,7,1
31,140000,0,15.0,5,0,12000,7.88,0.09,0,7,0
33,42000,3,3.0,3,2,12000,13.57,0.29,1,6,0
28,80004,0,5.0,3,0,12000,6.91,0.15,0,6,0
28,44500,0,5.0,0,1,20000,9.45,0.45,0,8,0
31,116400,3,3.0,4,1,8900,10.0,0.08,0,5,0
29,40000,0,13.0,2,1,25000,11.86,0.63,0,6,0
29,59000,3,3.0,1,0,6000,7.88,0.1,0,8,0
29,71000,0,4.0,5,0,4000,7.14,0.06,0,5,0
28,42000,3,0.0,1,1,12000,11.11,0.29,0,9,0
29,75000,2,3.0,2,0,12000,7.51,0.16,0,8,0
27,104000,3,8.0,2,0,12800,7.29,0.12,0,5,0
28,20000,3,5.0,1,1,4000,10.99,0.2,0,10,0
35,48000,0,8.0,3,2,2000,11.97,0.04,0,10,0
29,32000,3,6.0,3,2,10800,13.57,0.34,0,5,1
34,54000,0,5.0,5,0,10000,7.29,0.19,0,7,0
27,95000,0,11.0,5,2,18000,13.48,0.19,0,5,0
29,70000,0,13.0,3,0,10000,6.99,0.14,0,10,0
27,40000,2,11.0,4,0,6400,9.32,0.16,0,9,0
33,57500,3,2.0,3,1,2000,10.99,0.03,0,5,0
31,37000,0,12.0,5,2,22000,12.73,0.59,1,6,0
33,55000,0,7.0,5,1,3500,10.65,0.06,0,10,0
33,40000,3,15.0,1,1,15000,9.88,0.38,0,9,1
27,27180,3,4.0,0,0,4800,7.14,0.18,0,5,0
31,36000,3,4.0,3,3,10000,14.42,0.28,1,9,0
31,72000,0,6.0,3,0,9800,6.62,0.14,0,7,0
35,26000,3,3.0,4,0,8000,7.9,0.31,0,6,1
27,75000,0,4.0,5,1,6625,10.99,0.09,0,9,0
33,103000,3,0.0,1,2,9000,14.65,0.09,1,9,1
31,65200,0,7.0,0,0,7000,8.0,0.11,0,7,0
34,47300,0,3.0,2,0,12000,7.88,0.25,0,10,0
28,86000,0,12.0,5,0,15600,5.99,0.18,0,7,0
28,51000,2,2.0,3,4,20400,17.74,0.4,1,6,1
29,45000,2,0.0,3,3,10000,17.58,0.22,1,6,0
29,56700,0,9.0,1,2,10000,10.99,0.18,1,5,0
32,44500,2,3.0,2,0,15000,7.51,0.34,0,5,0
33,62000,0,3.0,2,0,3700,6.39,0.06,0,6,0
29,66000,0,10.0,0,1,7000,9.91,0.11,0,6,0
32,114000,3,17.0,3,1,6000,10.37,0.05,0,9,0
30,81120,2,3.0,4,1,18000,10.75,0.22,0,5,0
30,66000,0,14.0,0,2,11200,13.49,0.17,0,6,1
29,92000,3,2.0,4,2,20000,13.72,0.22,1,8,0
30,50000,0,0.0,1,2,10000,10.99,0.2,0,5,0
33,72000,0,6.0,5,0,4250,5.42,0.06,0,5,0
28,160000,2,12.0,5,1,23000,11.83,0.14,0,5,0
35,76000,3,2.0,4,2,1000,13.49,0.01,0,8,0
27,85000,0,12.0,3,0,3800,6.03,0.04,0,8,0
31,100000,3,6.0,5,1,20000,12.42,0.2,0,9,0
30,70000,0,9.0,4,0,7000,8.9,0.1,0,8,0
30,45600,0,0.0,4,0,6400,8.94,0.14,0,7,0
34,62000,0,18.0,5,1,28000,11.71,0.45,0,7,0
31,78996,3,5.0,2,0,6000,7.51,0.08,0,8,1
32,46000,3,4.0,3,0,9000,7.51,0.2,0,5,0
29,64000,3,3.0,0,2,15000,15.27,0.23,0,10,1
27,157544,0,8.0,0,2,35000,12.99,0.22,1,10,0
27,34000,2,1.0,1,1,16750,10.59,0.49,0,6,0
29,71000,3,1.0,2,2,12000,13.16,0.17,1,5,0
30,36000,0,7.0,0,1,15000,11.83,0.42,0,10,0
27,84906,0,11.0,0,0,4500,7.51,0.05,0,10,0
28,50000,3,7.0,5,5,14000,19.04,0.28,1,5,0
30,150000,3,2.0,5,1,21000,12.62,0.14,0,9,0
32,25000,3,0.0,4,2,3000,13.48,0.12,0,5,0
34,55000,0,6.0,4,2,2500,13.49,0.05,0,5,0
28,110000,0,3.0,5,0,11000,5.79,0.1,0,5,0
29,42000,3,0.0,5,3,5000,14.96,0.12,1,5,1
30,31000,0,3.0,5,3,12000,14.42,0.39,0,9,1
30,114132,0,1.0,0,3,14400,14.54,0.13,0,10,1
32,56000,0,5.0,5,0,10000,7.14,0.18,0,6,0
32,90000,3,11.0,2,2,20000,13.22,0.22,1,10,0
33,61000,3,0.0,2,1,6000,10.39,0.1,0,9,0
27,38500,3,1.0,0,1,3000,11.48,0.08,0,8,0
27,60000,3,8.0,3,0,7000,6.99,0.12,0,8,0
33,68736,3,8.0,2,3,1200,16.29,0.02,0,9,0
31,68000,0,15.0,3,0,13600,7.88,0.2,0,5,0
27,100970,0,5.0,5,1,20000,11.99,0.2,0,9,0
31,35142,3,4.0,1,1,8000,11.11,0.23,0,10,0
28,103992,0,3.0,2,1,18000,10.99,0.17,0,10,0
29,120000,0,2.0,0,0,35000,8.9,0.29,0,6,0
28,41000,3,11.0,5,4,4000,18.64,0.1,1,5,1
28,73992,3,2.0,2,1,20000,9.96,0.27,0,9,0
27,20400,3,3.0,5,0,5500,6.91,0.27,0,8,0
34,28800,3,0.0,0,5,2500,21.36,0.09,0,7,1
29,35000,2,11.0,3,2,4200,12.99,0.12,0,8,0
31,73000,0,3.0,0,1,15000,10.99,0.21,0,9,0
27,15600,3,11.0,3,1,2800,10.65,0.18,0,7,1
32,27000,3,5.0,5,2,4500,13.11,0.17,1,5,0
29,70000,0,7.0,3,1,4000,11.86,0.06,0,6,0
33,35000,0,3.0,1,1,10000,10.99,0.29,0,9,0
27,170000,3,3.0,2,1,12075,12.42,0.07,0,10,0
30,34000,3,1.0,2,2,7500,10.99,0.22,1,8,1
30,51000,3,14.0,4,1,4800,12.69,0.09,0,10,0
34,263004,0,2.0,0,3,25000,16.32,0.1,1,9,1
31,17676,2,1.0,5,3,2500,14.74,0.14,1,7,0
31,86500,2,0.0,4,2,25000,13.57,0.29,1,10,0
28,209000,2,4.0,2,3,15000,14.84,0.07,0,8,0
35,102000,3,3.0,0,2,20000,13.85,0.2,0,5,0
33,80000,0,9.0,5,1,6000,11.11,0.07,0,8,0
27,80000,3,3.0,1,0,20000,7.49,0.25,0,9,0
34,68000,0,1.0,1,2,15000,11.78,0.22,1,7,0
33,44400,0,3.0,5,2,2000,14.22,0.05,1,9,1
32,20000,3,3.0,5,1,4750,10.37,0.24,0,7,0
33,72000,0,4.0,5,0,5000,6.99,0.07,0,7,0
30,102540,0,6.0,3,0,1500,7.9,0.01,0,10,0
27,42000,3,1.0,4,1,3000,11.83,0.07,0,9,0
29,175000,0,2.0,3,0,10000,10.99,0.06,0,7,0
30,53000,3,4.0,0,0,12000,6.03,0.23,0,5,0
35,762000,2,8.0,3,0,10000,8.94,0.01,0,8,0
28,112000,3,1.0,3,1,6000,12.69,0.05,0,8,0
27,91800,0,5.0,3,3,25000,15.95,0.23,0,9,1
29,60000,0,13.0,0,6,25000,20.16,0.42,1,9,1
34,108000,0,4.0,3,0,10000,6.91,0.09,0,8,0
32,130000,0,0.0,1,0,12000,8.59,0.09,0,5,0
28,108000,3,2.0,0,3,20000,15.31,0.19,1,8,1
30,130000,0,14.0,5,1,7000,9.91,0.05,0,9,0
28,30000,0,4.0,2,0,3000,6.76,0.1,0,9,0
32,33600,2,0.0,5,3,8000,16.02,0.24,0,8,0
28,82000,0,0.0,3,2,15000,12.98,0.18,1,8,0
33,50800,3,16.0,5,4,10000,16.4,0.2,1,10,0
32,25000,3,1.0,3,0,10000,8.49,0.4,0,10,1
27,30996,3,4.0,0,3,5775,14.91,0.19,0,10,1
32,19000,3,1.0,5,0,8325,6.62,0.44,0,10,1
29,50000,2,8.0,5,1,9725,12.12,0.19,0,7,0
34,98000,2,19.0,3,1,16000,10.99,0.16,0,10,0
27,75400,0,3.0,4,0,6000,7.74,0.08,0,7,0
28,36000,3,0.0,3,1,10000,11.11,0.28,0,8,0
31,56400,3,1.0,5,1,7500,11.48,0.13,0,6,0
34,92500,3,4.0,0,0,13050,7.66,0.14,0,6,0
27,124100,3,3.0,3,2,10175,12.99,0.07,0,6,1
34,48000,0,7.0,1,1,8400,11.71,0.17,0,10,0
28,108000,0,6.0,4,1,27400,10.99,0.25,0,8,0
27,91800,0,11.0,3,4,20000,10.99,0.19,1,9,1
32,45000,0,7.0,1,0,4000,7.49,0.09,0,5,0
30,45000,3,11.0,3,2,5000,12.73,0.11,1,8,1
34,35000,3,2.0,5,1,15000,10.99,0.43,0,5,1
30,40000,3,1.0,0,0,5500,7.74,0.14,0,10,0
28,70000,3,1.0,1,0,7800,7.9,0.11,0,8,0
30,37600,3,2.0,1,2,15000,13.06,0.4,1,10,1
28,48000,3,5.0,0,1,15000,11.99,0.31,0,10,1
35,30000,3,0.0,3,0,6475,5.42,0.22,0,6,0
28,35000,3,0.0,4,1,3000,11.11,0.09,0,8,1
28,46097,0,12.0,0,1,6000,10.75,0.13,0,8,0
28,44500,0,2.0,0,0,10000,8.59,0.22,0,10,0
28,112200,3,11.0,0,2,7000,11.66,0.06,1,7,0
29,32000,3,1.0,4,3,6525,16.07,0.2,1,9,1
28,50000,3,4.0,4,1,7200,10.99,0.14,0,9,0
28,82000,3,12.0,5,6,16750,20.11,0.2,0,6,1
28,59160,0,2.0,4,1,23500,10.99,0.4,0,6,0
27,50000,3,0.0,1,0,8000,7.9,0.16,0,8,0
32,18000,2,0.0,5,0,4750,7.88,0.26,0,6,1
34,64000,0,2.0,3,0,8000,6.91,0.13,0,5,0
30,83000,0,4.0,0,1,20000,11.11,0.24,0,9,0
28,61000,0,12.0,4,1,12000,9.99,0.2,0,6,0
32,105000,3,15.0,1,1,3000,10.99,0.03,0,7,0
35,100000,0,14.0,4,0,10000,6.62,0.1,0,8,0
32,176000,0,15.0,4,3,2400,14.42,0.01,1,10,0
28,55000,0,4.0,5,0,20000,6.62,0.36,0,6,0
27,53000,0,6.0,4,0,5000,10.99,0.09,0,5,0
27,65000,0,11.0,4,0,18000,7.51,0.28,0,5,0
30,67092,3,0.0,4,2,9000,12.87,0.13,1,9,0
32,36000,0,7.0,4,0,2600,7.49,0.07,0,10,0
29,127000,0,1.0,3,1,24250,11.36,0.19,0,10,0
35,91000,2,0.0,3,0,10000,8.59,0.11,0,8,0
29,60000,3,2.0,2,0,14000,7.51,0.23,0,5,0
29,125000,0,0.0,5,0,10000,5.79,0.08,0,9,0
34,24000,2,4.0,5,2,2400,13.98,0.1,1,6,0
32,71000,0,10.0,3,0,14000,6.99,0.2,0,5,0
30,219300,0,7.0,3,4,35000,19.69,0.14,0,9,1
27,26237,3,0.0,3,2,12000,13.22,0.46,0,7,1
29,74360,2,7.0,1,0,8725,5.99,0.12,0,5,0
30,38000,2,0.0,2,1,6000,11.58,0.16,0,8,0
28,40000,3,2.0,3,1,14000,11.89,0.35,0,8,1
33,50000,0,7.0,2,1,10000,9.99,0.2,0,7,0
30,70000,3,0.0,0,2,15000,13.61,0.21,1,6,0
30,96000,0,14.0,2,0,6000,5.42,0.06,0,6,0
33,87000,0,17.0,5,4,9000,17.93,0.1,1,7,0
34,70000,0,13.0,0,0,20000,6.54,0.29,0,6,0
28,50000,3,4.0,4,0,15000,7.49,0.3,0,8,0
29,62400,3,3.0,2,0,8000,6.62,0.13,0,9,0
31,24000,3,0.0,4,3,4400,15.62,0.18,0,6,1
31,83000,0,11.0,3,0,7500,10.99,0.09,0,10,0
28,59004,0,1.0,0,0,8000,7.37,0.14,0,10,1
30,60000,2,7.0,0,3,6000,14.84,0.1,1,5,0
28,42000,3,5.0,4,1,4800,12.42,0.11,0,9,0
28,115000,3,0.0,2,0,2850,6.54,0.02,0,7,0
34,69000,3,0.0,1,3,12800,15.7,0.19,0,10,1
30,40000,3,9.0,3,3,9000,16.77,0.23,1,9,0
28,53000,3,0.0,4,1,7000,9.88,0.13,0,6,0
32,47900,3,2.0,1,0,11000,7.51,0.23,0,7,0
27,60000,0,2.0,0,1,15000,11.86,0.25,0,8,0
30,60000,3,0.0,3,0,8000,7.66,0.13,0,5,0
31,40000,0,5.0,4,0,14000,6.03,0.35,0,10,0
35,45000,0,16.0,1,2,6500,13.98,0.14,1,10,0
30,85000,3,5.0,4,0,4200,5.99,0.05,0,10,0
28,55000,0,7.0,4,0,8000,10.99,0.15,0,9,0
27,32000,3,1.0,4,0,5800,7.49,0.18,0,7,0
34,41600,0,16.0,0,0,17500,6.17,0.42,0,8,0
29,95000,0,4.0,2,2,2400,13.72,0.03,0,8,0
27,80000,0,5.0,5,2,35000,10.99,0.44,0,8,0
29,36000,3,1.0,5,1,12000,12.21,0.33,0,10,1
28,39000,3,3.0,4,1,5000,10.25,0.13,0,7,0
35,20000,3,1.0,3,1,5500,12.69,0.28,0,9,0
33,35000,0,2.0,1,0,6000,5.42,0.17,0,10,0
30,105000,2,14.0,2,1,15400,11.36,0.15,0,8,0
30,49000,2,7.0,2,1,8500,12.18,0.17,0,10,0
27,60000,3,11.0,4,1,25000,10.99,0.42,0,9,1
33,62000,3,4.0,1,1,8000,11.48,0.13,0,5,0
33,30000,3,2.0,3,4,6000,19.42,0.2,1,9,1
29,32000,0,13.0,4,0,8000,5.99,0.25,0,6,0
27,90000,3,11.0,4,1,16000,8.88,0.18,0,9,0
32,19200,3,0.0,5,1,5000,9.99,0.26,0,6,1
32,101000,3,0.0,0,3,15000,17.58,0.15,1,5,1
29,200000,3,14.0,4,1,16000,12.69,0.08,0,7,0
32,95200,0,15.0,1,0,15000,5.99,0.16,0,7,0
29,60000,0,4.0,4,2,14125,13.49,0.24,0,5,0
31,101000,3,3.0,0,0,20000,7.9,0.2,0,5,0
31,80000,3,6.0,5,0,10000,10.99,0.13,0,9,0
27,19498,3,3.0,2,0,9575,6.62,0.49,0,5,1
32,31000,3,2.0,1,3,7400,16.77,0.24,0,6,1
28,68000,0,7.0,2,1,2500,11.71,0.04,0,8,0
29,37500,3,7.0,4,1,3300,10.37,0.09,0,5,0
29,52000,3,9.0,5,0,10000,8.0,0.19,0,6,0
27,90000,0,4.0,0,0,15000,10.99,0.17,0,6,0
32,84996,0,4.0,4,0,9000,9.32,0.11,0,10,0
34,90000,0,5.0,2,1,24250,10.62,0.27,0,6,0
32,32004,3,1.0,0,3,3400,10.99,0.11,0,7,1
33,36500,0,1.0,5,1,10000,9.33,0.27,0,6,0
34,26400,0,0.0,0,1,3600,9.88,0.14,0,5,0
29,45000,3,0.0,3,2,12000,12.99,0.27,0,8,0
32,48000,0,8.0,0,0,5200,5.42,0.11,0,5,0
27,40000,3,11.0,3,0,20000,6.91,0.5,0,5,1
31,65000,3,8.0,1,1,7500,10.95,0.12,0,6,0
30,84000,0,13.0,4,1,12000,11.11,0.14,0,7,0
33,25000,0,0.0,0,2,3000,12.53,0.12,1,6,0
27,53004,0,10.0,0,1,5600,11.86,0.11,0,6,0
27,66300,0,11.0,3,3,21000,15.62,0.27,1,10,1
28,64049,0,7.0,4,1,20000,12.69,0.31,0,8,0
28,131040,0,0.0,3,2,10000,13.35,0.08,1,7,0
27,35000,3,5.0,5,2,10000,13.48,0.29,1,8,0
27,235000,0,5.0,4,2,28000,15.96,0.12,0,9,0
28,33600,0,12.0,3,0,3000,5.42,0.09,0,5,0
28,145000,0,9.0,3,1,25000,10.99,0.17,0,7,0
28,50400,3,8.0,1,3,18500,16.02,0.37,0,5,1
27,40000,3,1.0,3,2,7200,13.22,0.18,0,6,0
31,75000,3,1.0,4,2,10000,13.47,0.13,0,5,0
32,103000,0,0.0,1,4,33000,18.64,0.32,1,10,1
30,42564,3,3.0,3,1,15000,10.75,0.35,0,6,1
27,40000,0,4.0,2,2,8000,14.72,0.2,0,7,0
27,80000,0,1.0,1,1,20000,11.36,0.25,0,8,0
27,45150,3,1.0,5,2,18000,13.16,0.4,0,7,1
27,35000,3,1.0,5,1,8000,12.21,0.23,0,8,0
30,24000,3,0.0,4,1,5000,10.59,0.21,0,9,0
27,112548,0,11.0,5,0,24000,10.99,0.21,0,5,0
29,144000,0,13.0,5,0,16000,6.62,0.11,0,6,0
27,63000,2,2.0,1,0,9500,8.07,0.15,0,8,0
29,50004,0,1.0,3,2,1500,13.11,0.03,0,8,0
28,50500,3,3.0,2,2,5200,12.53,0.1,0,8,0
33,21600,3,3.0,4,1,10000,12.53,0.46,0,7,1
27,120000,0,2.0,1,0,7000,7.14,0.06,0,7,0
28,110000,0,12.0,3,1,15000,10.0,0.14,0,6,0
27,100000,0,1.0,2,0,12000,6.03,0.12,0,7,0
32,56784,2,3.0,3,3,12000,14.96,0.21,1,5,0
27,48000,3,2.0,2,0,4000,6.03,0.08,0,6,1
34,97356,3,12.0,2,2,20000,13.22,0.21,1,7,0
33,53000,3,1.0,3,2,12000,12.84,0.23,1,5,0
35,64000,0,11.0,3,0,14500,7.66,0.23,0,8,0
31,89000,3,1.0,3,1,10000,10.99,0.11,0,5,0
31,106000,0,15.0,0,1,2400,9.63,0.02,0,5,0
27,120000,0,3.0,4,1,14000,11.99,0.12,0,7,0
28,24000,3,0.0,1,1,5000,11.86,0.21,0,8,0
29,60000,0,13.0,3,0,13500,7.51,0.23,0,5,0
28,110000,0,1.0,3,0,12000,8.94,0.11,0,7,0
28,85000,3,8.0,1,1,8000,11.71,0.09,0,6,0
30,265000,0,3.0,2,3,24000,14.96,0.09,1,7,0
34,126000,0,2.0,2,1,9600,11.49,0.08,0,10,0
33,86000,0,5.0,4,3,15000,16.49,0.17,0,9,0
31,49000,3,6.0,4,0,5600,6.03,0.11,0,6,0
28,136092,0,2.0,5,2,8000,13.61,0.06,0,5,0
28,66725,3,3.0,3,3,9000,16.29,0.11,0,8,1
28,33400,0,12.0,4,0,16700,7.66,0.5,0,5,0
30,70000,3,3.0,2,2,7200,10.99,0.1,1,5,0
33,100000,0,1.0,1,1,25000,10.39,0.25,0,9,0
33,96000,0,0.0,0,2,8000,13.72,0.08,0,5,0
32,32000,3,1.0,0,4,2600,10.99,0.08,1,9,1
29,38004,3,2.0,1,2,1500,12.53,0.04,0,8,1
31,60000,0,9.0,3,4,22000,16.63,0.37,0,6,1
31,135000,0,12.0,1,2,15000,13.85,0.11,1,9,0
29,28000,3,0.0,3,2,10000,12.84,0.36,1,7,1
35,37000,3,2.0,5,1,2000,11.26,0.05,0,8,0
34,160000,0,14.0,2,2,25000,13.49,0.16,1,5,0
32,26400,3,0.0,5,0,8000,7.51,0.3,0,6,0
30,130000,0,14.0,0,1,4000,10.99,0.03,0,8,0
31,238000,0,14.0,0,3,12000,14.09,0.05,1,10,1
28,42240,2,2.0,4,1,12000,11.86,0.28,0,6,0
28,90000,0,7.0,4,0,12000,8.32,0.13,0,9,0
29,74000,0,8.0,1,1,25000,11.49,0.34,0,6,0
29,120000,3,1.0,3,2,17500,12.87,0.15,0,5,0
28,30000,0,4.0,4,2,7500,11.78,0.25,0,9,0
30,57000,0,6.0,2,0,4000,8.0,0.07,0,8,0
32,227500,3,3.0,2,2,25000,12.53,0.11,0,10,0
27,54000,0,0.0,0,3,12000,16.49,0.22,0,10,1
32,78500,3,4.0,1,1,15000,10.99,0.19,0,7,1
34,77000,3,3.0,0,3,35000,18.25,0.45,1,10,1
34,84000,0,15.0,3,1,9250,11.36,0.11,0,7,0
28,66920,3,12.0,3,2,5000,14.26,0.07,0,6,0
29,30000,3,4.0,4,4,10200,17.99,0.34,0,5,1
30,71400,3,0.0,0,2,9600,12.61,0.13,1,9,0
35,39996,0,0.0,3,3,15000,14.42,0.38,0,6,1
31,60000,3,11.0,1,1,15000,11.71,0.25,0,7,0
29,50000,3,4.0,5,2,5050,12.73,0.1,1,7,0
30,200000,0,0.0,3,0,10000,8.59,0.05,0,10,0
29,27000,3,8.0,3,0,5000,6.76,0.19,0,8,0
31,78504,3,2.0,1,2,10000,11.41,0.13,0,7,0
32,45000,0,4.0,4,1,7200,12.69,0.16,0,5,0
27,24000,3,2.0,3,0,1450,10.99,0.06,0,9,0
33,32004,3,3.0,4,0,4000,8.32,0.12,0,9,0
27,20000,3,4.0,4,2,3250,10.99,0.16,0,5,1
27,120000,0,4.0,0,0,8400,7.14,0.07,0,6,0
30,30000,0,3.0,0,0,5100,7.9,0.17,0,5,0
31,80000,0,0.0,4,1,15000,10.95,0.19,0,10,0
28,45000,3,4.0,3,2,9000,14.65,0.2,0,6,0
35,60000,3,0.0,2,2,4000,13.98,0.07,1,7,0
27,67000,0,1.0,5,0,4200,10.99,0.06,0,7,0
33,160000,0,3.0,0,1,22000,10.75,0.14,0,9,0
29,76596,0,14.0,3,2,17600,13.16,0.23,0,10,0
30,50000,0,11.0,0,1,10000,10.99,0.2,0,8,0
27,78000,2,4.0,3,1,6000,12.18,0.08,0,5,0
28,126000,0,2.0,2,1,12000,11.71,0.1,0,8,0
32,120000,0,0.0,0,0,6600,7.49,0.06,0,5,0
27,45727,0,5.0,5,3,1000,16.29,0.02,0,5,0
27,120000,3,2.0,1,1,11050,12.69,0.09,0,6,0
28,44000,0,12.0,1,1,8000,10.59,0.18,0,6,0
29,260000,0,0.0,2,1,20000,10.37,0.08,0,6,0
27,69790,3,6.0,1,1,18000,10.25,0.26,0,6,0
29,60000,0,7.0,3,0,8500,6.92,0.14,0,7,0
33,21996,3,0.0,5,2,9250,12.87,0.42,1,8,1
29,50000,0,4.0,4,1,21850,12.42,0.44,0,9,0
33,49548,3,6.0,4,2,2800,12.84,0.06,0,8,0
35,17640,2,4.0,4,3,4000,16.29,0.23,0,8,1
29,56500,3,3.0,1,1,7000,10.99,0.12,0,9,1
30,148000,3,8.0,5,3,10000,13.55,0.07,0,9,0
28,60000,0,5.0,4,1,6000,10.99,0.1,0,9,0
29,85500,0,3.0,2,0,9500,10.99,0.11,0,9,0
27,54000,0,1.0,2,1,27575,10.99,0.51,0,5,0
28,59600,3,2.0,0,0,5000,5.79,0.08,0,10,0
33,60000,3,3.0,0,0,9000,8.49,0.15,0,8,0
27,31200,0,1.0,0,0,7500,7.74,0.24,0,5,0
27,258000,3,11.0,1,4,35000,18.64,0.14,0,10,1
29,55000,3,3.0,0,1,1200,9.99,0.02,0,9,0
32,53408,0,8.0,5,1,1400,10.99,0.03,0,10,0
28,57360,0,3.0,4,1,23000,10.99,0.4,0,8,0
28,59000,0,12.0,5,0,5000,7.14,0.08,0,8,0
30,33000,3,4.0,0,2,1000,14.79,0.03,1,9,0
29,50000,0,0.0,4,0,6300,6.62,0.13,0,8,0
35,27996,3,14.0,3,1,8500,11.58,0.3,0,8,0
31,73000,0,4.0,0,5,16000,19.41,0.22,0,7,1
30,34000,3,0.0,4,1,4000,10.95,0.12,0,9,0
31,72000,3,6.0,4,1,21000,11.99,0.29,0,6,1
34,42000,0,18.0,3,0,2000,5.79,0.05,0,7,0
30,66888,0,6.0,2,2,15000,12.23,0.22,1,9,0
35,85000,0,2.0,5,1,8400,11.99,0.1,0,8,0
27,146000,0,5.0,5,0,2500,8.49,0.02,0,9,0
29,66000,3,0.0,0,3,3150,15.62,0.05,1,8,1
29,46344,3,0.0,1,1,3500,11.36,0.08,0,8,0
29,97000,3,4.0,5,1,25000,10.37,0.26,0,10,0
29,63000,3,13.0,3,0,10000,7.49,0.16,0,5,0
28,13500,2,0.0,5,0,6700,9.63,0.5,0,8,1
28,50176,3,3.0,5,1,5000,10.59,0.1,0,7,0
34,80300,0,3.0,2,2,15000,12.73,0.19,1,10,0
29,53000,3,0.0,4,0,5000,5.42,0.09,0,5,0
27,90000,2,1.0,5,0,7500,7.51,0.08,0,10,0
27,75000,3,2.0,1,0,14000,9.63,0.19,0,5,0
28,206000,3,2.0,2,2,24000,10.99,0.12,0,10,0
30,55000,0,1.0,2,1,6500,10.99,0.12,0,7,0
30,120000,0,14.0,5,3,7500,15.65,0.06,0,8,0
31,68000,0,2.0,0,1,18000,10.0,0.26,0,7,0
35,65000,0,19.0,0,1,20000,10.25,0.31,0,5,0
29,50000,3,6.0,1,0,3000,7.29,0.06,0,10,0
28,78000,0,12.0,3,1,13000,10.99,0.17,0,9,0
34,91000,0,19.0,3,1,15000,10.99,0.16,0,8,0
29,33000,3,2.0,1,2,1700,15.23,0.05,1,5,0
33,76248,0,17.0,1,0,10400,7.66,0.14,0,5,0
30,42000,3,4.0,3,1,14750,10.99,0.35,0,8,1
29,85000,0,2.0,4,0,10000,7.88,0.12,0,5,0
28,73200,3,2.0,5,0,12000,8.9,0.16,0,5,0
30,60600,0,1.0,3,0,3000,7.12,0.05,0,5,0
27,90000,3,4.0,5,0,10000,7.49,0.11,0,9,0
27,40000,3,8.0,4,1,12000,10.37,0.3,0,9,0
28,12000,3,0.0,3,2,2400,12.68,0.2,0,8,1
27,30000,3,3.0,0,0,13000,7.88,0.43,0,8,1
32,348000,0,16.0,4,1,25000,11.83,0.07,0,10,0
29,81000,0,5.0,0,4,12000,10.99,0.15,0,6,1
27,70000,3,11.0,5,1,10000,10.65,0.14,0,5,0
32,75000,3,3.0,5,3,12800,14.74,0.17,1,6,0
34,36000,3,1.0,3,2,4000,13.61,0.11,1,7,0
29,62532,3,6.0,4,2,9000,13.49,0.14,0,9,0
28,82300,3,3.0,5,0,3600,9.63,0.04,0,6,0
27,80000,0,11.0,5,0,5000,8.0,0.06,0,10,0
29,44991,0,13.0,3,2,5000,14.72,0.11,1,5,0
31,60000,2,0.0,5,1,24250,12.18,0.4,0,5,0
28,92000,0,12.0,5,5,24500,18.3,0.27,0,7,0
31,151000,0,1.0,2,2,21000,11.97,0.14,0,8,0
27,115000,0,0.0,3,0,12000,7.29,0.1,0,6,0
30,144000,0,7.0,4,0,6000,8.49,0.04,0,7,0
29,73000,0,7.0,1,0,12000,7.29,0.16,0,8,0
32,70000,3,2.0,1,0,9850,7.75,0.14,0,5,0
